tenure,Contract,TotalCharges,MonthlyCharges,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,PaymentMethod,InternetService,Churn
31,1,589.25,20.1,1,1,1,1,1,2,0
13,0,750.1,61.8,0,2,2,2,0,0,0
28,0,1410.25,49.9,0,0,0,0,3,0,0
10,0,830.85,86.45,0,0,0,0,2,1,1
38,2,743.5,20.4,1,1,1,1,0,2,0
1,0,45.3,45.3,0,0,0,0,3,0,1
67,1,7040.85,104.1,0,0,2,2,2,1,1
52,1,3865.45,75.4,2,0,2,0,3,0,0
62,2,6825.65,108.15,2,2,2,2,3,1,0
16,0,1340.1,86.25,0,0,2,0,2,1,0
5,0,371.65,81.0,0,0,2,0,2,1,1
12,1,1184.0,95.7,0,0,0,2,2,1,0
72,2,8477.7,116.85,2,2,2,2,0,1,0
71,1,7382.85,105.75,0,2,2,0,0,1,0
24,1,456.85,20.15,1,1,1,1,3,2,0
15,2,331.6,19.6,1,1,1,1,3,2,0
67,1,6056.15,90.6,2,0,2,0,1,1,1
2,0,134.6,60.95,2,0,2,0,0,0,0
5,0,125.5,25.05,0,0,0,0,3,0,0
15,0,1390.6,88.15,0,0,0,0,2,1,1
1,0,20.2,20.2,1,1,1,1,3,2,1
41,1,2511.3,60.3,2,0,2,2,0,0,0
43,0,2737.05,63.95,2,0,2,0,2,0,0
1,0,74.3,74.3,0,0,0,0,2,1,0
1,0,70.6,70.6,0,0,0,0,3,1,0
26,0,2361.8,90.8,0,0,0,0,2,1,1
22,0,1730.35,79.35,0,0,2,0,2,1,1
71,2,6404.0,90.55,2,2,2,2,0,0,0
7,2,165.35,19.45,1,1,1,1,3,2,0
28,0,1867.6,64.45,0,2,2,2,0,0,0
16,0,1043.3,69.65,0,0,0,0,2,1,0
7,1,128.6,19.5,1,1,1,1,3,2,0
69,2,7455.45,110.5,0,2,2,2,0,1,0
1,0,24.7,24.7,0,0,0,0,3,0,0
3,0,206.15,77.4,2,0,0,2,2,0,0
21,0,2030.3,96.8,0,0,0,2,0,1,1
69,0,5869.4,85.4,0,0,2,2,0,1,0
71,2,3377.8,47.6,2,2,2,2,0,0,0
69,2,1346.2,19.4,1,1,1,1,3,2,0
48,0,4946.05,103.85,0,2,0,2,2,1,0
47,0,4065.0,83.35,0,0,2,2,0,1,1
2,0,106.55,49.4,0,0,0,0,2,0,1
45,0,4964.7,108.45,2,2,0,2,1,1,0
51,0,4085.75,81.0,0,0,2,0,0,1,0
22,0,1742.75,79.2,2,2,0,0,2,0,1
72,2,6224.8,86.65,2,2,2,2,0,0,0
37,0,3415.25,92.95,0,0,2,2,2,1,0
71,2,6325.25,90.35,2,2,2,2,2,0,0
7,0,340.25,48.7,0,0,0,2,2,0,1
66,2,1683.6,25.15,1,1,1,1,1,2,0
51,1,3966.3,76.4,2,2,0,0,0,0,0
30,1,608.5,19.55,1,1,1,1,0,2,0
34,0,2896.6,85.35,0,0,0,0,2,1,0
64,2,1514.85,24.8,1,1,1,1,3,2,0
65,1,6792.45,103.15,0,0,2,2,0,1,0
47,0,4669.2,100.75,2,2,2,0,3,1,0
1,0,95.6,95.6,2,0,0,0,2,1,1
49,0,2934.3,59.75,2,0,2,0,1,0,1
67,2,6302.8,94.1,0,2,2,0,1,1,0
39,1,779.2,19.35,1,1,1,1,0,2,0
14,0,283.75,19.9,1,1,1,1,3,2,0
43,0,4600.7,108.15,2,2,2,0,1,1,1
56,0,5594.0,101.05,0,0,0,2,2,1,0
14,1,772.85,59.1,0,2,0,0,1,0,0
1,0,71.35,71.35,0,0,0,0,2,1,1
16,1,857.8,55.85,2,0,2,0,3,0,0
70,0,7554.05,106.05,2,0,2,0,2,1,0
72,2,5981.65,84.1,2,0,2,2,1,0,0
23,0,1702.9,75.3,0,0,0,2,1,1,0
21,0,467.15,24.7,1,1,1,1,3,2,0
1,0,20.15,20.15,1,1,1,1,3,2,1
1,0,69.75,69.75,0,0,0,0,0,1,1
32,0,2931.0,93.2,0,0,0,0,2,1,1
17,0,1400.85,80.85,0,0,0,0,2,1,1
4,0,137.85,33.65,2,0,2,0,2,0,1
36,1,1941.5,55.8,0,0,0,2,2,0,0
50,2,1932.75,39.7,0,2,2,2,1,0,0
48,0,1423.05,29.5,0,2,0,0,1,0,0
50,2,970.85,20.15,1,1,1,1,1,2,0
72,2,5810.9,79.55,2,2,2,2,1,0,0
10,0,223.9,24.8,1,1,1,1,1,2,0
18,0,391.7,19.65,1,1,1,1,3,2,0
1,0,79.95,79.95,0,0,0,0,2,1,1
1,0,19.3,19.3,1,1,1,1,2,2,1
9,0,811.65,94.05,0,0,0,2,2,1,0
2,0,174.75,90.75,2,0,0,0,3,1,0
40,0,3126.85,78.85,0,2,0,0,1,1,0
69,1,6841.45,99.5,0,0,0,2,0,1,0
37,1,3754.6,99.2,2,2,0,2,2,1,1
18,0,1406.65,80.55,0,0,0,2,1,1,0
11,0,834.7,70.2,0,0,0,0,2,1,0
8,0,627.4,85.2,0,0,0,0,1,1,1
3,0,242.0,75.25,0,0,0,0,2,1,1
55,1,3157.0,59.45,2,0,0,0,1,0,0
33,0,3092.0,93.35,0,0,2,2,2,1,0
46,0,2168.9,44.95,0,0,0,0,0,0,0
34,2,980.35,26.1,1,1,1,1,0,2,0
3,0,65.95,20.2,1,1,1,1,2,2,0
30,2,711.9,21.25,1,1,1,1,3,2,0
33,1,1952.8,59.4,2,2,0,0,2,0,0
45,1,4368.85,95.0,0,0,2,2,1,1,0
40,0,2647.1,61.9,2,2,2,0,3,0,0
71,2,8477.6,118.65,2,2,2,2,2,1,0
1,0,54.35,54.35,0,0,0,2,2,0,1
72,2,4528.0,64.45,2,2,2,2,0,0,0
22,0,1790.65,80.15,0,0,0,0,2,1,0
46,1,845.6,20.2,1,1,1,1,0,2,0
55,2,1210.3,21.0,1,1,1,1,3,2,0
1,0,20.45,20.45,1,1,1,1,3,2,0
12,1,854.45,75.85,0,2,0,0,3,0,0
31,0,2429.1,80.45,0,0,2,0,2,1,0
5,0,100.4,24.95,0,0,0,0,2,0,1
67,2,5229.45,75.5,2,0,0,0,2,0,0
1,0,44.45,44.45,0,0,0,0,3,0,0
40,1,1716.45,42.35,2,0,2,2,2,0,1
41,0,3023.55,74.55,2,0,2,2,1,0,0
1,0,75.3,75.3,0,0,0,0,2,1,1
51,1,4837.6,94.8,2,0,2,0,2,1,1
42,2,2032.3,48.15,2,2,0,2,1,0,0
23,1,436.9,19.65,1,1,1,1,3,2,0
1,0,70.55,70.55,0,0,0,0,2,1,1
1,0,20.15,20.15,1,1,1,1,3,2,0
56,0,5893.95,106.6,2,0,2,0,1,1,0
15,0,1430.05,91.0,0,0,2,0,2,1,0
12,2,313.0,25.4,1,1,1,1,0,2,0
54,2,3871.85,69.95,2,2,0,2,0,0,0
7,0,458.1,66.85,0,0,0,0,2,0,0
33,0,2745.7,86.15,0,0,0,0,1,1,1
16,0,341.35,20.15,1,1,1,1,2,2,0
21,1,1336.8,64.85,2,0,0,2,3,0,0
30,2,2181.75,74.85,0,0,0,2,2,0,0
3,0,147.75,50.5,0,2,0,0,3,0,0
11,0,818.45,72.9,0,0,0,2,2,1,0
62,1,7133.45,115.05,2,2,2,2,1,1,0
18,0,348.8,19.0,1,1,1,1,2,2,0
6,0,128.6,19.55,1,1,1,1,3,2,0
46,1,4674.4,101.1,0,0,0,2,2,1,0
21,0,1737.45,84.1,0,0,0,0,2,1,0
68,2,1498.85,24.15,1,1,1,1,0,2,0
1,0,50.1,50.1,0,0,0,0,2,0,0
25,0,1797.75,74.6,0,0,0,2,2,1,0
24,2,498.1,19.75,1,1,1,1,3,2,0
30,0,2624.25,85.0,0,0,0,0,2,1,1
2,0,184.1,80.55,0,0,0,0,2,1,1
51,1,5498.8,106.8,0,0,2,2,0,1,0
57,2,4845.4,84.5,2,2,0,2,2,0,0
15,2,369.1,25.05,1,1,1,1,0,2,0
72,2,6096.9,83.7,2,2,2,2,0,0,0
2,0,160.75,75.8,0,0,0,2,2,1,1
28,0,2684.35,96.6,0,0,2,2,1,1,0
29,0,3004.15,98.5,0,0,0,2,2,1,1
70,2,6994.8,101.1,2,2,2,2,1,1,0
13,1,273.25,20.2,1,1,1,1,3,2,0
59,1,5483.9,94.05,2,2,2,2,2,1,0
13,0,1233.65,95.25,0,0,0,0,2,1,1
7,0,527.9,74.4,0,0,0,0,3,1,1
62,2,4985.9,81.0,2,2,0,2,3,0,0
21,1,1258.35,60.25,2,2,0,2,2,0,0
2,0,111.4,60.85,0,0,0,2,2,0,0
1,0,43.95,43.95,0,0,0,0,1,0,0
4,0,308.1,86.05,0,0,0,2,2,1,0
19,1,383.65,20.25,1,1,1,1,1,2,0
30,0,2555.9,85.15,0,2,0,0,2,1,1
67,2,1284.2,19.4,1,1,1,1,1,2,0
72,2,7550.3,102.65,2,0,2,2,1,1,0
53,2,1110.05,19.9,1,1,1,1,1,2,0
5,1,99.6,19.55,1,1,1,1,2,2,0
71,2,6707.15,95.5,0,2,2,2,1,1,0
50,1,4164.4,84.15,0,2,2,2,1,0,0
56,2,5873.75,103.2,0,2,0,2,2,1,0
2,0,109.25,50.2,0,2,0,0,1,0,0
2,0,179.25,88.55,0,0,0,2,2,1,1
24,0,1338.15,54.75,2,0,0,0,2,0,1
46,2,862.4,19.95,1,1,1,1,1,2,0
71,2,8564.75,116.25,2,2,2,2,2,1,0
29,0,926.2,31.2,0,2,0,0,2,0,0
69,2,1718.2,24.45,1,1,1,1,0,2,0
71,2,5956.85,84.2,0,2,2,2,1,0,0
1,0,91.3,91.3,0,0,0,0,2,1,1
56,2,4824.45,85.65,2,2,2,2,0,0,0
56,1,1238.65,21.2,1,1,1,1,3,2,0
1,0,79.5,79.5,0,0,0,0,2,1,1
28,1,672.2,25.55,1,1,1,1,3,2,0
19,0,382.2,20.2,1,1,1,1,3,2,0
66,0,4264.6,63.85,0,2,0,0,2,0,0
17,1,1070.7,61.95,0,2,0,2,3,0,0
52,2,1345.85,25.75,1,1,1,1,3,2,0
19,1,1045.25,58.2,0,0,2,0,2,0,0
36,1,3003.55,85.85,2,2,2,2,0,0,0
7,0,467.55,70.1,0,0,0,0,3,1,1
72,1,7537.5,104.9,2,2,2,2,1,1,0
67,1,7482.1,111.3,2,0,2,2,2,1,1
34,1,3343.15,99.85,0,0,2,2,2,1,0
57,0,5427.05,95.25,0,0,2,2,0,1,1
7,0,587.1,86.25,0,0,0,2,2,1,1
1,0,100.8,100.8,0,0,0,2,2,1,1
8,0,161.15,19.55,1,1,1,1,0,2,0
69,2,7028.5,104.0,0,2,0,2,2,1,0
50,1,5232.9,104.4,2,0,0,2,3,1,0
10,1,225.85,19.5,1,1,1,1,3,2,0
12,2,274.7,25.25,1,1,1,1,1,2,0
14,0,1180.95,86.3,0,0,2,0,2,1,1
70,2,3370.2,49.85,2,2,0,2,0,0,0
64,0,7111.3,108.95,2,2,0,2,0,1,0
66,2,5958.85,89.9,2,2,2,2,1,0,0
71,2,5999.85,82.0,2,2,0,2,1,0,0
20,0,1648.45,89.95,0,0,0,0,2,1,0
72,2,5753.25,79.35,2,2,2,0,0,0,0
71,2,4492.9,64.05,2,2,2,2,1,0,0
38,0,3956.7,101.15,0,0,0,2,1,1,0
28,0,2625.55,89.95,0,0,2,0,2,1,1
17,0,1233.4,76.45,0,0,2,0,2,1,1
33,1,1309.0,39.1,0,0,2,0,2,0,0
23,2,813.45,34.6,2,2,0,0,3,0,0
58,1,1108.8,19.55,1,1,1,1,2,2,0
70,2,7349.35,104.45,0,2,2,0,0,1,0
4,0,294.2,70.5,0,0,0,0,2,1,0
45,2,929.2,20.35,1,1,1,1,3,2,0
10,0,740.0,70.0,0,0,0,0,2,1,1
36,2,754.5,19.45,1,1,1,1,1,2,0
54,0,3883.3,69.9,2,2,2,0,3,0,0
23,2,1414.2,59.7,0,2,2,0,3,0,0
41,1,3211.2,78.35,2,0,2,2,1,0,0
5,0,371.6,71.45,0,0,0,0,3,1,0
27,1,1246.4,45.85,0,0,2,2,1,0,0
1,0,95.85,95.85,0,2,0,0,2,1,0
67,2,2545.7,35.7,2,2,0,0,1,0,0
72,2,6448.85,89.55,2,2,2,2,1,0,0
56,2,1468.9,24.95,1,1,1,1,1,2,0
44,1,1013.6,24.85,1,1,1,1,2,2,0
66,0,6690.75,100.8,0,0,2,0,2,1,0
34,1,2088.75,64.4,2,2,2,0,3,0,1
69,2,7240.65,105.35,0,2,0,2,0,1,0
1,0,102.45,102.45,2,0,0,2,2,1,1
40,2,830.25,19.65,1,1,1,1,1,2,0
30,0,1588.7,54.45,2,0,0,0,0,0,0
11,0,829.3,70.5,0,2,0,0,3,0,0
15,1,302.45,20.1,1,1,1,1,1,2,0
11,0,712.25,69.35,0,0,0,2,2,0,0
64,1,1336.65,19.8,1,1,1,1,0,2,0
72,2,5360.75,74.4,2,2,2,2,0,0,0
72,2,6735.05,93.05,2,2,2,2,0,1,0
1,0,51.2,51.2,2,0,0,0,3,0,0
15,1,1010.0,65.6,2,2,2,2,1,0,0
60,1,4847.05,80.55,0,2,0,2,1,0,0
56,1,3019.7,52.7,2,0,0,2,3,0,0
8,2,161.65,20.85,1,1,1,1,3,2,0
3,0,217.55,80.1,0,2,0,2,1,1,1
49,0,2583.75,52.15,0,0,0,0,1,0,0
2,0,146.05,80.2,0,0,0,0,2,1,1
6,0,567.45,98.15,2,2,2,2,0,1,1
70,2,7711.25,114.95,2,2,2,2,0,1,0
12,0,1384.75,112.95,0,2,2,2,3,1,1
52,1,5481.25,104.45,2,2,0,2,0,1,0
72,2,8124.2,113.65,2,2,2,2,1,1,0
40,2,827.3,20.6,1,1,1,1,0,2,0
1,0,70.9,70.9,0,0,0,0,3,1,1
3,0,220.95,86.85,0,0,0,2,2,1,1
40,0,3673.6,91.55,0,0,0,0,2,1,0
1,0,49.85,49.85,0,0,0,2,2,0,0
30,1,576.65,19.8,1,1,1,1,1,2,0
23,0,2331.3,99.85,2,2,0,0,2,1,1
1,0,74.5,74.5,0,0,0,0,2,1,1
44,0,4495.65,104.15,0,2,0,2,2,1,0
65,0,6941.2,109.15,0,2,2,2,2,1,1
7,0,340.35,48.2,2,0,0,0,2,0,0
72,2,1789.9,25.1,1,1,1,1,1,2,0
8,0,908.55,100.15,0,2,0,0,1,1,0
16,0,1043.35,65.2,0,0,0,2,1,0,1
66,0,6822.15,99.5,0,0,0,2,1,1,1
1,0,71.55,71.55,0,0,0,0,3,1,1
3,0,157.55,55.9,2,0,0,2,3,0,0
53,0,5029.2,93.9,2,0,0,2,2,1,1
8,0,581.7,64.4,0,2,0,2,1,0,0
69,2,7318.2,108.4,0,2,2,2,0,1,1
5,0,420.45,85.3,0,0,2,0,3,1,0
72,2,7576.7,107.45,2,2,0,2,3,1,0
13,0,633.4,48.75,0,0,0,2,0,0,1
4,0,321.65,85.65,0,0,0,0,2,1,1
54,2,4965.0,91.3,2,2,2,2,1,0,0
72,2,6151.9,85.95,0,2,2,2,0,0,0
12,0,1253.9,106.7,0,0,2,2,2,1,1
1,0,25.15,25.15,0,0,0,0,2,0,1
1,0,45.2,45.2,0,0,0,0,2,0,0
54,1,5893.15,110.35,0,2,2,2,2,1,1
69,2,5420.65,79.2,0,0,0,2,1,1,0
48,2,2627.35,55.5,2,0,2,0,1,0,0
48,1,5037.55,103.25,2,0,2,0,1,1,1
8,0,743.75,90.25,0,2,0,0,2,1,0
71,2,6589.6,91.25,2,2,2,2,3,0,0
2,0,92.45,47.8,2,0,0,0,2,0,1
67,1,6733.15,100.9,2,0,2,0,1,1,0
34,0,3410.0,97.7,0,0,2,0,0,1,0
3,0,199.85,69.85,0,0,0,0,2,1,0
9,1,593.3,65.6,0,2,2,0,3,0,0
71,1,7288.4,104.65,2,0,2,2,0,1,0
57,2,5229.8,90.45,0,2,0,0,1,1,0
72,2,4464.8,63.7,2,2,2,2,0,0,0
48,0,5068.05,104.5,2,2,0,2,2,1,0
18,1,401.85,20.1,1,1,1,1,3,2,0
43,1,4451.85,104.3,0,2,0,2,1,1,0
72,2,6688.95,93.25,2,2,2,2,0,0,0
35,1,2661.1,73.45,0,2,0,0,0,0,0
4,0,73.05,20.7,1,1,1,1,3,2,0
49,2,1211.65,25.25,1,1,1,1,3,2,0
71,2,7030.65,100.5,2,0,2,2,0,1,0
11,0,1020.2,90.6,0,0,0,0,2,1,0
63,2,5597.65,89.4,2,2,2,2,1,0,0
65,0,6223.3,95.45,0,0,2,2,0,1,0
49,2,1024.65,20.45,1,1,1,1,1,2,0
29,0,2933.2,98.6,0,0,0,2,1,1,1
15,0,1258.3,83.05,0,2,0,2,2,1,1
4,0,82.9,19.95,1,1,1,1,2,2,0
72,1,7789.6,109.15,0,2,2,2,1,1,0
26,0,2067.0,85.7,0,0,0,2,1,1,0
35,0,3452.55,102.05,0,0,0,2,0,1,0
57,1,5468.95,94.7,0,2,2,0,2,1,0
28,0,1802.15,64.4,0,0,2,0,2,0,0
25,1,733.55,26.8,1,1,1,1,3,2,0
47,1,3021.45,66.05,2,0,0,2,1,0,0
57,0,3687.85,65.2,2,2,2,0,0,0,0
16,0,1391.15,85.05,0,0,0,0,1,1,0
5,0,274.35,55.8,2,0,0,2,3,0,0
17,0,1214.05,70.4,0,0,0,0,0,1,1
56,1,5510.65,104.75,0,0,2,2,0,1,1
72,2,1322.85,19.95,1,1,1,1,0,2,0
21,0,1973.75,94.25,0,0,0,0,2,1,1
48,1,2196.3,45.0,2,0,0,2,1,0,0
68,2,7843.55,114.9,2,2,2,2,0,1,0
30,0,3211.9,106.4,2,2,0,0,0,1,0
3,0,130.15,46.1,0,0,0,0,3,0,0
14,2,692.35,39.7,2,2,0,2,3,0,0
4,0,85.5,20.05,1,1,1,1,0,2,0
71,2,6849.4,95.75,0,0,2,2,1,1,0
8,1,203.95,24.4,1,1,1,1,3,2,0
61,0,2117.2,33.6,2,0,0,2,0,0,0
72,2,6565.85,90.45,0,2,2,2,0,1,0
5,0,424.75,84.0,0,0,0,0,2,1,0
49,2,3306.85,67.4,2,2,2,2,0,0,0
8,0,168.9,19.7,1,1,1,1,0,2,0
3,0,253.8,80.35,0,0,0,0,2,1,0
9,2,197.4,19.6,1,1,1,1,3,2,0
67,2,3838.2,54.2,2,0,2,0,0,0,0
46,0,2065.15,45.2,0,0,0,0,1,0,0
67,1,5064.45,75.1,2,0,2,2,3,0,0
55,1,1140.05,19.7,1,1,1,1,2,2,0
33,0,2447.45,72.75,2,0,2,2,0,0,0
62,2,1263.9,20.05,1,1,1,1,1,2,0
1,0,45.95,45.95,0,0,0,0,3,0,1
49,0,1838.15,39.2,2,0,0,0,2,0,0
1,0,44.75,44.75,0,0,0,0,2,0,0
14,0,1185.0,82.65,0,0,2,2,2,1,0
18,0,1743.9,93.9,0,2,0,2,0,1,0
1,0,70.15,70.15,0,0,0,0,2,1,1
1,0,85.55,85.55,0,0,0,2,1,1,1
72,2,8529.5,117.15,2,2,2,2,1,1,0
64,2,6549.45,99.25,2,2,0,2,1,1,0
69,2,7806.5,112.55,2,2,2,2,0,1,0
1,0,25.7,25.7,1,1,1,1,2,2,0
71,2,6287.3,90.3,2,2,2,2,1,0,0
66,1,3251.85,49.4,0,2,0,0,1,0,0
2,0,50.6,19.4,1,1,1,1,3,2,0
71,2,7904.25,109.7,2,2,2,2,0,1,0
11,1,729.95,61.25,0,0,2,0,2,0,0
47,0,2654.05,55.3,2,0,2,0,2,0,0
35,0,2416.55,70.3,0,0,0,0,2,1,1
32,0,3520.75,106.35,0,0,2,2,0,1,1
60,0,5969.95,103.75,0,2,2,0,0,1,0
11,1,226.8,19.5,1,1,1,1,3,2,0
29,1,1082.75,39.5,2,2,2,0,1,0,0
21,0,565.75,26.05,0,0,0,0,2,0,0
48,0,4370.75,91.05,0,0,0,2,1,1,0
3,0,90.05,29.65,0,0,2,0,3,0,0
43,0,2169.4,50.2,0,0,2,0,3,0,0
5,0,550.6,105.3,0,0,2,2,2,1,0
1,0,55.45,55.45,0,0,0,0,2,0,0
71,1,6300.85,85.45,2,2,0,2,2,0,0
8,1,160.05,19.8,1,1,1,1,2,2,0
8,0,436.6,59.25,0,0,0,0,2,0,0
20,0,1781.35,90.7,0,0,0,2,1,1,0
33,1,3467.0,103.7,2,0,0,2,3,1,1
71,1,5552.5,79.05,0,0,2,0,1,1,0
31,1,2835.5,90.7,0,0,0,2,2,1,0
38,1,3591.25,95.0,2,0,2,0,1,1,0
1,0,88.35,88.35,0,0,0,0,2,1,1
2,0,63.75,30.25,0,0,2,0,3,0,0
12,0,617.15,49.85,0,0,0,2,0,0,0
9,0,870.25,93.0,2,2,0,2,0,1,0
11,0,601.25,54.55,0,2,2,0,2,0,0
6,0,111.65,19.7,1,1,1,1,3,2,0
71,1,6046.1,84.8,2,2,2,2,0,0,0
42,1,3923.8,94.45,2,0,2,0,1,1,0
8,0,777.3,94.2,0,0,0,2,2,1,1
5,0,512.45,96.25,0,0,2,0,2,1,1
2,0,141.45,70.7,0,0,0,0,2,1,1
45,2,892.15,20.85,1,1,1,1,3,2,0
28,1,1682.05,60.0,0,2,2,2,1,0,0
43,0,3398.9,80.45,0,0,2,0,2,1,0
60,2,4984.85,84.95,2,2,0,2,2,0,0
42,1,1445.3,33.55,0,2,2,0,3,0,1
7,2,305.55,49.65,2,2,0,2,1,0,0
25,1,507.9,20.2,1,1,1,1,0,2,0
40,0,3640.45,94.55,0,0,0,0,1,1,1
27,1,2673.45,100.5,0,0,0,2,0,1,0
10,0,389.8,35.75,0,2,2,0,2,0,0
27,0,2401.05,86.45,0,0,2,2,0,1,0
11,1,651.55,53.8,0,2,0,2,0,0,0
4,0,156.1,38.55,2,0,0,0,1,0,0
68,0,2796.35,39.9,0,0,0,2,0,0,0
1,0,70.05,70.05,0,0,0,0,2,1,0
18,1,407.05,20.1,1,1,1,1,3,2,0
57,2,6465.0,112.95,2,0,2,2,0,1,1
26,0,511.25,20.3,1,1,1,1,2,2,0
17,0,646.05,35.65,0,0,2,2,1,0,0
1,0,35.9,35.9,0,0,0,0,2,0,1
38,0,3777.15,99.25,0,0,0,2,0,1,1
59,1,4903.15,82.95,2,0,2,2,1,1,0
30,2,1653.85,55.65,2,0,0,2,3,0,0
2,0,47.5,24.45,0,0,0,0,3,0,1
50,1,1306.3,25.2,1,1,1,1,2,2,0
9,1,463.6,50.8,2,2,0,2,3,0,0
3,0,60.65,19.65,1,1,1,1,3,2,0
14,0,824.85,59.8,0,0,0,2,1,0,0
31,0,2094.65,73.55,2,0,0,0,1,1,0
7,0,438.9,61.4,2,0,2,2,2,0,0
8,0,847.3,103.35,2,2,0,0,0,1,1
17,1,329.75,19.9,1,1,1,1,0,2,0
32,0,674.55,19.45,1,1,1,1,1,2,0
2,0,162.55,81.5,0,0,0,0,3,1,0
7,0,546.95,84.8,0,0,0,0,2,1,1
72,2,7887.25,109.55,2,0,2,2,1,1,0
31,0,3186.65,99.95,0,0,2,0,2,1,1
27,0,1972.35,74.4,2,0,0,0,3,1,0
18,0,1527.35,90.0,0,0,2,0,1,1,1
7,0,490.55,74.9,0,0,0,2,2,1,0
14,0,1531.4,104.85,0,0,2,2,2,1,1
11,0,683.25,59.65,0,0,0,2,0,0,0
72,2,8058.85,110.45,2,2,0,2,0,1,0
28,1,2847.4,106.1,2,0,2,0,2,1,1
15,0,1133.9,74.2,0,0,0,0,1,1,1
4,0,294.45,74.45,0,0,0,0,2,1,0
71,2,1719.15,24.55,1,1,1,1,2,2,0
5,0,461.7,89.35,0,2,2,0,2,1,1
47,2,1160.45,24.55,1,1,1,1,3,2,0
57,1,5199.8,90.65,0,0,2,2,2,1,0
50,2,5163.3,105.05,2,0,0,2,1,1,0
8,0,162.3,20.45,1,1,1,1,1,2,0
48,2,883.35,19.55,1,1,1,1,3,2,0
70,1,1341.5,19.7,1,1,1,1,0,2,0
1,0,70.45,70.45,2,2,2,0,0,0,0
8,0,659.45,85.65,0,0,0,0,0,1,0
1,0,77.15,77.15,0,0,0,0,2,1,1
1,0,35.25,35.25,0,0,0,0,0,0,1
60,2,1205.05,20.55,1,1,1,1,3,2,0
49,1,4917.9,97.95,0,2,0,0,2,1,0
4,0,201.0,48.55,0,0,2,0,2,0,1
29,1,599.3,20.0,1,1,1,1,3,2,0
67,2,1733.15,25.25,1,1,1,1,1,2,0
53,0,5149.5,98.4,0,0,2,0,1,1,1
67,2,4677.1,70.9,2,2,2,2,1,0,0
6,0,119.3,19.85,1,1,1,1,3,2,0
47,0,4849.1,106.35,0,0,2,2,2,1,0
53,2,5424.25,99.5,2,2,2,2,3,1,0
69,2,5878.9,84.7,2,2,2,2,3,0,0
3,0,244.85,86.05,2,0,0,0,3,1,0
4,0,220.75,44.55,0,0,0,0,3,0,0
56,2,4261.2,75.85,2,2,2,0,1,0,0
59,0,5574.75,93.85,0,0,0,0,0,1,1
61,2,1501.75,25.0,1,1,1,1,0,2,0
2,0,89.75,45.0,0,0,0,0,2,0,0
46,0,4541.2,100.7,2,0,2,2,2,1,1
12,0,255.5,20.5,1,1,1,1,3,2,0
14,0,1072.0,80.45,0,0,0,2,2,1,1
28,1,2509.25,90.45,0,2,0,0,2,1,0
24,0,1440.75,60.45,2,2,2,0,0,0,0
31,0,1715.65,55.25,0,2,0,2,2,0,1
68,1,5333.35,78.45,2,2,2,2,2,0,0
39,2,3895.35,100.55,0,2,0,0,3,1,0
42,0,869.9,20.35,1,1,1,1,1,2,0
13,0,706.85,54.45,2,2,0,0,2,0,1
6,0,512.25,90.75,0,0,2,0,2,1,0
35,0,2636.05,75.35,0,0,0,0,1,1,1
38,1,814.75,20.25,1,1,1,1,1,2,0
18,2,388.6,20.05,1,1,1,1,1,2,0
4,0,93.45,19.6,1,1,1,1,3,2,0
27,0,1389.85,53.8,0,2,2,0,2,0,0
41,1,2894.55,70.2,2,0,2,2,3,0,0
50,1,4025.6,75.5,2,2,0,0,2,0,0
72,2,1354.4,20.35,1,1,1,1,2,2,0
70,1,1856.4,26.05,1,1,1,1,1,2,0
44,1,926.0,20.6,1,1,1,1,0,2,0
2,0,189.2,75.7,2,0,0,0,2,1,1
34,1,682.1,20.1,1,1,1,1,0,2,0
72,2,1778.7,24.3,1,1,1,1,0,2,0
71,2,1816.2,24.5,1,1,1,1,2,2,0
64,2,7069.25,110.5,0,2,2,2,1,1,0
72,2,1841.2,25.25,1,1,1,1,0,2,0
1,0,74.25,74.25,0,0,0,0,3,1,1
29,1,2656.7,90.1,2,0,0,2,0,1,0
23,1,1689.45,68.75,2,2,0,2,0,0,0
52,2,1054.75,19.2,1,1,1,1,3,2,0
25,0,2187.55,89.7,0,0,2,0,2,1,1
64,2,7334.05,115.1,2,2,2,2,0,1,0
16,0,1581.2,96.4,0,0,0,0,2,1,1
1,0,69.5,69.5,0,0,0,0,0,1,1
24,0,2404.85,99.65,0,0,2,0,0,1,0
2,0,171.45,91.45,0,0,0,2,2,1,0
34,2,2839.45,84.75,2,2,2,2,3,0,0
36,0,3132.75,85.25,0,0,0,0,1,1,1
53,1,3942.45,78.75,0,2,0,2,3,0,0
47,2,873.4,20.25,1,1,1,1,1,2,0
72,2,1529.65,19.9,1,1,1,1,1,2,0
72,2,6991.6,97.75,2,2,2,0,1,1,0
1,0,19.4,19.4,1,1,1,1,3,2,1
9,0,803.3,83.3,0,0,0,0,2,1,1
8,0,679.3,80.1,0,0,0,0,0,1,1
45,1,2791.5,62.7,2,0,0,2,1,0,1
7,0,715.0,100.4,0,2,0,2,2,1,0
71,2,1681.6,24.45,1,1,1,1,1,2,0
41,1,4016.2,101.1,0,2,0,2,0,1,0
67,2,3281.65,50.9,2,0,0,0,1,0,0
69,1,7317.1,107.2,2,2,2,2,1,1,0
70,2,6474.45,92.2,2,2,2,2,0,0,0
